title,description,model_url,downloads,likes,published_date,source_url,source_name
CompVis/stable-diffusion-v1-4,No description,https://huggingface.co/CompVis/stable-diffusion-v1-4,448785,7042,2026-07-19T16:17:40.891961Z,https://huggingface.co/CompVis/stable-diffusion-v1-4,HuggingFace
meta-llama/Meta-Llama-3-8B,No description,https://huggingface.co/meta-llama/Meta-Llama-3-8B,1333961,6607,2026-07-19T16:17:40.891961Z,https://huggingface.co/meta-llama/Meta-Llama-3-8B,HuggingFace
hexgrad/Kokoro-82M,No description,https://huggingface.co/hexgrad/Kokoro-82M,9918250,6553,2026-07-19T16:17:40.891961Z,https://huggingface.co/hexgrad/Kokoro-82M,HuggingFace
meta-llama/Llama-3.1-8B-Instruct,No description,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,8164214,6341,2026-07-19T16:17:40.891961Z,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,HuggingFace
openai/whisper-large-v3,No description,https://huggingface.co/openai/whisper-large-v3,5846236,5960,2026-07-19T16:17:40.891961Z,https://huggingface.co/openai/whisper-large-v3,HuggingFace
black-forest-labs/FLUX.1-schnell,No description,https://huggingface.co/black-forest-labs/FLUX.1-schnell,238976,5381,2026-07-19T16:17:40.891961Z,https://huggingface.co/black-forest-labs/FLUX.1-schnell,HuggingFace
deepseek-ai/DeepSeek-V4-Pro,No description,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro,1487544,5261,2026-07-19T16:17:40.891961Z,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro,HuggingFace
sentence-transformers/all-MiniLM-L6-v2,No description,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,248516777,5090,2026-07-19T16:17:40.891961Z,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,HuggingFace
bigscience/bloom,No description,https://huggingface.co/bigscience/bloom,7011,5027,2026-07-19T16:17:40.891961Z,https://huggingface.co/bigscience/bloom,HuggingFace
Tongyi-MAI/Z-Image-Turbo,No description,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,1070486,5014,2026-07-19T16:17:40.891961Z,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,HuggingFace
stabilityai/stable-diffusion-3-medium,No description,https://huggingface.co/stabilityai/stable-diffusion-3-medium,9154,5000,2026-07-19T16:17:40.891961Z,https://huggingface.co/stabilityai/stable-diffusion-3-medium,HuggingFace
openai/gpt-oss-120b,No description,https://huggingface.co/openai/gpt-oss-120b,4500419,4996,2026-07-19T16:17:40.891961Z,https://huggingface.co/openai/gpt-oss-120b,HuggingFace
openai/gpt-oss-20b,No description,https://huggingface.co/openai/gpt-oss-20b,7417090,4818,2026-07-19T16:17:40.891961Z,https://huggingface.co/openai/gpt-oss-20b,HuggingFace
meta-llama/Llama-2-7b-chat-hf,No description,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,291939,4801,2026-07-19T16:17:40.891961Z,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,HuggingFace
meta-llama/Meta-Llama-3-8B-Instruct,No description,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,1479253,4731,2026-07-19T16:17:40.891961Z,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,HuggingFace
mistralai/Mixtral-8x7B-Instruct-v0.1,No description,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,765075,4715,2026-07-19T16:17:40.891961Z,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,HuggingFace
meta-llama/Llama-2-7b,No description,https://huggingface.co/meta-llama/Llama-2-7b,118,4518,2026-07-19T16:17:40.891961Z,https://huggingface.co/meta-llama/Llama-2-7b,HuggingFace
black-forest-labs/FLUX.1-dev,No description,https://huggingface.co/black-forest-labs/FLUX.1-dev,587775,13702,2026-07-19T16:17:41.370415Z,https://huggingface.co/black-forest-labs/FLUX.1-dev,HuggingFace
deepseek-ai/DeepSeek-R1,No description,https://huggingface.co/deepseek-ai/DeepSeek-R1,8742453,13482,2026-07-19T16:17:41.370415Z,https://huggingface.co/deepseek-ai/DeepSeek-R1,HuggingFace
stabilityai/stable-diffusion-xl-base-1.0,No description,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,1388385,7954,2026-07-19T16:17:41.370415Z,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,HuggingFace
CompVis/stable-diffusion-v1-4,No description,https://huggingface.co/CompVis/stable-diffusion-v1-4,448785,7042,2026-07-19T16:17:41.370415Z,https://huggingface.co/CompVis/stable-diffusion-v1-4,HuggingFace
meta-llama/Meta-Llama-3-8B,No description,https://huggingface.co/meta-llama/Meta-Llama-3-8B,1333961,6607,2026-07-19T16:17:41.370415Z,https://huggingface.co/meta-llama/Meta-Llama-3-8B,HuggingFace
hexgrad/Kokoro-82M,No description,https://huggingface.co/hexgrad/Kokoro-82M,9918250,6553,2026-07-19T16:17:41.370415Z,https://huggingface.co/hexgrad/Kokoro-82M,HuggingFace
meta-llama/Llama-3.1-8B-Instruct,No description,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,8164214,6341,2026-07-19T16:17:41.370415Z,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,HuggingFace
openai/whisper-large-v3,No description,https://huggingface.co/openai/whisper-large-v3,5846236,5960,2026-07-19T16:17:41.370415Z,https://huggingface.co/openai/whisper-large-v3,HuggingFace
black-forest-labs/FLUX.1-schnell,No description,https://huggingface.co/black-forest-labs/FLUX.1-schnell,238976,5381,2026-07-19T16:17:41.370415Z,https://huggingface.co/black-forest-labs/FLUX.1-schnell,HuggingFace
deepseek-ai/DeepSeek-V4-Pro,No description,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro,1487544,5261,2026-07-19T16:17:41.370415Z,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro,HuggingFace
sentence-transformers/all-MiniLM-L6-v2,No description,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,248516777,5090,2026-07-19T16:17:41.370415Z,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,HuggingFace
bigscience/bloom,No description,https://huggingface.co/bigscience/bloom,7011,5027,2026-07-19T16:17:41.370415Z,https://huggingface.co/bigscience/bloom,HuggingFace
Tongyi-MAI/Z-Image-Turbo,No description,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,1070486,5014,2026-07-19T16:17:41.370415Z,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,HuggingFace
stabilityai/stable-diffusion-3-medium,No description,https://huggingface.co/stabilityai/stable-diffusion-3-medium,9154,5000,2026-07-19T16:17:41.370415Z,https://huggingface.co/stabilityai/stable-diffusion-3-medium,HuggingFace
openai/gpt-oss-120b,No description,https://huggingface.co/openai/gpt-oss-120b,4500419,4996,2026-07-19T16:17:41.370415Z,https://huggingface.co/openai/gpt-oss-120b,HuggingFace
openai/gpt-oss-20b,No description,https://huggingface.co/openai/gpt-oss-20b,7417090,4818,2026-07-19T16:17:41.370415Z,https://huggingface.co/openai/gpt-oss-20b,HuggingFace
meta-llama/Llama-2-7b-chat-hf,No description,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,291939,4801,2026-07-19T16:17:41.370415Z,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,HuggingFace
meta-llama/Meta-Llama-3-8B-Instruct,No description,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,1479253,4731,2026-07-19T16:17:41.370415Z,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,HuggingFace
mistralai/Mixtral-8x7B-Instruct-v0.1,No description,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,765075,4715,2026-07-19T16:17:41.370415Z,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,HuggingFace
meta-llama/Llama-2-7b,No description,https://huggingface.co/meta-llama/Llama-2-7b,118,4518,2026-07-19T16:17:41.370415Z,https://huggingface.co/meta-llama/Llama-2-7b,HuggingFace
black-forest-labs/FLUX.1-dev,No description,https://huggingface.co/black-forest-labs/FLUX.1-dev,587775,13702,2026-07-19T16:17:41.862071Z,https://huggingface.co/black-forest-labs/FLUX.1-dev,HuggingFace
deepseek-ai/DeepSeek-R1,No description,https://huggingface.co/deepseek-ai/DeepSeek-R1,8742453,13482,2026-07-19T16:17:41.862071Z,https://huggingface.co/deepseek-ai/DeepSeek-R1,HuggingFace
stabilityai/stable-diffusion-xl-base-1.0,No description,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,1388385,7954,2026-07-19T16:17:41.862071Z,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,HuggingFace
CompVis/stable-diffusion-v1-4,No description,https://huggingface.co/CompVis/stable-diffusion-v1-4,448785,7042,2026-07-19T16:17:41.862071Z,https://huggingface.co/CompVis/stable-diffusion-v1-4,HuggingFace
meta-llama/Meta-Llama-3-8B,No description,https://huggingface.co/meta-llama/Meta-Llama-3-8B,1333961,6607,2026-07-19T16:17:41.862071Z,https://huggingface.co/meta-llama/Meta-Llama-3-8B,HuggingFace
hexgrad/Kokoro-82M,No description,https://huggingface.co/hexgrad/Kokoro-82M,9918250,6553,2026-07-19T16:17:41.862071Z,https://huggingface.co/hexgrad/Kokoro-82M,HuggingFace
meta-llama/Llama-3.1-8B-Instruct,No description,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,8164214,6341,2026-07-19T16:17:41.862071Z,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,HuggingFace
openai/whisper-large-v3,No description,https://huggingface.co/openai/whisper-large-v3,5846236,5960,2026-07-19T16:17:41.862071Z,https://huggingface.co/openai/whisper-large-v3,HuggingFace
black-forest-labs/FLUX.1-schnell,No description,https://huggingface.co/black-forest-labs/FLUX.1-schnell,238976,5381,2026-07-19T16:17:41.862071Z,https://huggingface.co/black-forest-labs/FLUX.1-schnell,HuggingFace
deepseek-ai/DeepSeek-V4-Pro,No description,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro,1487544,5261,2026-07-19T16:17:41.862071Z,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro,HuggingFace
sentence-transformers/all-MiniLM-L6-v2,No description,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,248516777,5090,2026-07-19T16:17:41.862071Z,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,HuggingFace
bigscience/bloom,No description,https://huggingface.co/bigscience/bloom,7011,5027,2026-07-19T16:17:41.862071Z,https://huggingface.co/bigscience/bloom,HuggingFace
Tongyi-MAI/Z-Image-Turbo,No description,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,1070486,5014,2026-07-19T16:17:41.862071Z,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,HuggingFace
stabilityai/stable-diffusion-3-medium,No description,https://huggingface.co/stabilityai/stable-diffusion-3-medium,9154,5000,2026-07-19T16:17:41.862071Z,https://huggingface.co/stabilityai/stable-diffusion-3-medium,HuggingFace
openai/gpt-oss-120b,No description,https://huggingface.co/openai/gpt-oss-120b,4500419,4996,2026-07-19T16:17:41.862071Z,https://huggingface.co/openai/gpt-oss-120b,HuggingFace
openai/gpt-oss-20b,No description,https://huggingface.co/openai/gpt-oss-20b,7417090,4818,2026-07-19T16:17:41.862071Z,https://huggingface.co/openai/gpt-oss-20b,HuggingFace
meta-llama/Llama-2-7b-chat-hf,No description,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,291939,4801,2026-07-19T16:17:41.862071Z,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,HuggingFace
meta-llama/Meta-Llama-3-8B-Instruct,No description,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,1479253,4731,2026-07-19T16:17:41.862071Z,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,HuggingFace
mistralai/Mixtral-8x7B-Instruct-v0.1,No description,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,765075,4715,2026-07-19T16:17:41.862071Z,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,HuggingFace
meta-llama/Llama-2-7b,No description,https://huggingface.co/meta-llama/Llama-2-7b,118,4518,2026-07-19T16:17:41.862071Z,https://huggingface.co/meta-llama/Llama-2-7b,HuggingFace
black-forest-labs/FLUX.1-dev,No description,https://huggingface.co/black-forest-labs/FLUX.1-dev,587775,13702,2026-07-19T16:17:42.311936Z,https://huggingface.co/black-forest-labs/FLUX.1-dev,HuggingFace
deepseek-ai/DeepSeek-R1,No description,https://huggingface.co/deepseek-ai/DeepSeek-R1,8742453,13482,2026-07-19T16:17:42.311936Z,https://huggingface.co/deepseek-ai/DeepSeek-R1,HuggingFace
stabilityai/stable-diffusion-xl-base-1.0,No description,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,1388385,7954,2026-07-19T16:17:42.311936Z,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,HuggingFace
CompVis/stable-diffusion-v1-4,No description,https://huggingface.co/CompVis/stable-diffusion-v1-4,448785,7042,2026-07-19T16:17:42.311936Z,https://huggingface.co/CompVis/stable-diffusion-v1-4,HuggingFace
meta-llama/Meta-Llama-3-8B,No description,https://huggingface.co/meta-llama/Meta-Llama-3-8B,1333961,6607,2026-07-19T16:17:42.311936Z,https://huggingface.co/meta-llama/Meta-Llama-3-8B,HuggingFace
hexgrad/Kokoro-82M,No description,https://huggingface.co/hexgrad/Kokoro-82M,9918250,6553,2026-07-19T16:17:42.311936Z,https://huggingface.co/hexgrad/Kokoro-82M,HuggingFace
meta-llama/Llama-3.1-8B-Instruct,No description,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,8164214,6341,2026-07-19T16:17:42.311936Z,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,HuggingFace
openai/whisper-large-v3,No description,https://huggingface.co/openai/whisper-large-v3,5846236,5960,2026-07-19T16:17:42.311936Z,https://huggingface.co/openai/whisper-large-v3,HuggingFace
black-forest-labs/FLUX.1-schnell,No description,https://huggingface.co/black-forest-labs/FLUX.1-schnell,238976,5381,2026-07-19T16:17:42.311936Z,https://huggingface.co/black-forest-labs/FLUX.1-schnell,HuggingFace
deepseek-ai/DeepSeek-V4-Pro,No description,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro,1487544,5261,2026-07-19T16:17:42.311936Z,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro,HuggingFace
sentence-transformers/all-MiniLM-L6-v2,No description,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,248516777,5090,2026-07-19T16:17:42.311936Z,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,HuggingFace
bigscience/bloom,No description,https://huggingface.co/bigscience/bloom,7011,5027,2026-07-19T16:17:42.311936Z,https://huggingface.co/bigscience/bloom,HuggingFace
Tongyi-MAI/Z-Image-Turbo,No description,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,1070486,5014,2026-07-19T16:17:42.311936Z,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,HuggingFace
stabilityai/stable-diffusion-3-medium,No description,https://huggingface.co/stabilityai/stable-diffusion-3-medium,9154,5000,2026-07-19T16:17:42.311936Z,https://huggingface.co/stabilityai/stable-diffusion-3-medium,HuggingFace
openai/gpt-oss-120b,No description,https://huggingface.co/openai/gpt-oss-120b,4500419,4996,2026-07-19T16:17:42.311936Z,https://huggingface.co/openai/gpt-oss-120b,HuggingFace
openai/gpt-oss-20b,No description,https://huggingface.co/openai/gpt-oss-20b,7417090,4818,2026-07-19T16:17:42.311936Z,https://huggingface.co/openai/gpt-oss-20b,HuggingFace
meta-llama/Llama-2-7b-chat-hf,No description,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,291939,4801,2026-07-19T16:17:42.311936Z,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,HuggingFace
meta-llama/Meta-Llama-3-8B-Instruct,No description,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,1479253,4731,2026-07-19T16:17:42.311936Z,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,HuggingFace
mistralai/Mixtral-8x7B-Instruct-v0.1,No description,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,765075,4715,2026-07-19T16:17:42.311936Z,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,HuggingFace
meta-llama/Llama-2-7b,No description,https://huggingface.co/meta-llama/Llama-2-7b,118,4518,2026-07-19T16:17:42.311936Z,https://huggingface.co/meta-llama/Llama-2-7b,HuggingFace
black-forest-labs/FLUX.1-dev,No description,https://huggingface.co/black-forest-labs/FLUX.1-dev,587775,13702,2026-07-19T16:17:42.746155Z,https://huggingface.co/black-forest-labs/FLUX.1-dev,HuggingFace
deepseek-ai/DeepSeek-R1,No description,https://huggingface.co/deepseek-ai/DeepSeek-R1,8742453,13482,2026-07-19T16:17:42.746155Z,https://huggingface.co/deepseek-ai/DeepSeek-R1,HuggingFace
stabilityai/stable-diffusion-xl-base-1.0,No description,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,1388385,7954,2026-07-19T16:17:42.746155Z,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,HuggingFace
CompVis/stable-diffusion-v1-4,No description,https://huggingface.co/CompVis/stable-diffusion-v1-4,448785,7042,2026-07-19T16:17:42.746155Z,https://huggingface.co/CompVis/stable-diffusion-v1-4,HuggingFace
meta-llama/Meta-Llama-3-8B,No description,https://huggingface.co/meta-llama/Meta-Llama-3-8B,1333961,6607,2026-07-19T16:17:42.746155Z,https://huggingface.co/meta-llama/Meta-Llama-3-8B,HuggingFace
hexgrad/Kokoro-82M,No description,https://huggingface.co/hexgrad/Kokoro-82M,9918250,6553,2026-07-19T16:17:42.746155Z,https://huggingface.co/hexgrad/Kokoro-82M,HuggingFace
meta-llama/Llama-3.1-8B-Instruct,No description,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,8164214,6341,2026-07-19T16:17:42.746155Z,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,HuggingFace
openai/whisper-large-v3,No description,https://huggingface.co/openai/whisper-large-v3,5846236,5960,2026-07-19T16:17:42.746155Z,https://huggingface.co/openai/whisper-large-v3,HuggingFace
black-forest-labs/FLUX.1-schnell,No description,https://huggingface.co/black-forest-labs/FLUX.1-schnell,238976,5381,2026-07-19T16:17:42.746155Z,https://huggingface.co/black-forest-labs/FLUX.1-schnell,HuggingFace
deepseek-ai/DeepSeek-V4-Pro,No description,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro,1487544,5261,2026-07-19T16:17:42.746155Z,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro,HuggingFace
sentence-transformers/all-MiniLM-L6-v2,No description,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,248516777,5090,2026-07-19T16:17:42.746155Z,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,HuggingFace
bigscience/bloom,No description,https://huggingface.co/bigscience/bloom,7011,5027,2026-07-19T16:17:42.746155Z,https://huggingface.co/bigscience/bloom,HuggingFace
Tongyi-MAI/Z-Image-Turbo,No description,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,1070486,5014,2026-07-19T16:17:42.746155Z,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,HuggingFace
stabilityai/stable-diffusion-3-medium,No description,https://huggingface.co/stabilityai/stable-diffusion-3-medium,9154,5000,2026-07-19T16:17:42.746155Z,https://huggingface.co/stabilityai/stable-diffusion-3-medium,HuggingFace
openai/gpt-oss-120b,No description,https://huggingface.co/openai/gpt-oss-120b,4500419,4996,2026-07-19T16:17:42.746155Z,https://huggingface.co/openai/gpt-oss-120b,HuggingFace
openai/gpt-oss-20b,No description,https://huggingface.co/openai/gpt-oss-20b,7417090,4818,2026-07-19T16:17:42.746155Z,https://huggingface.co/openai/gpt-oss-20b,HuggingFace
meta-llama/Llama-2-7b-chat-hf,No description,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,291939,4801,2026-07-19T16:17:42.746155Z,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,HuggingFace
meta-llama/Meta-Llama-3-8B-Instruct,No description,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,1479253,4731,2026-07-19T16:17:42.746155Z,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,HuggingFace
mistralai/Mixtral-8x7B-Instruct-v0.1,No description,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,765075,4715,2026-07-19T16:17:42.746155Z,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,HuggingFace
meta-llama/Llama-2-7b,No description,https://huggingface.co/meta-llama/Llama-2-7b,118,4518,2026-07-19T16:17:42.746155Z,https://huggingface.co/meta-llama/Llama-2-7b,HuggingFace
black-forest-labs/FLUX.1-dev,No description,https://huggingface.co/black-forest-labs/FLUX.1-dev,587775,13702,2026-07-19T16:17:43.225887Z,https://huggingface.co/black-forest-labs/FLUX.1-dev,HuggingFace
